,name_player,id_player,championName,championId,kda,kills,deaths,assists,goldEarned,goldSpent,visionScore,win
90,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,1.2,3,5,3,6680,5800,19,False
91,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,4.5,4,4,14,10550,9025,22,True
92,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,2.0,1,1,1,7639,6875,16,True
93,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,2.4,6,5,6,10645,10375,14,True
94,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,0.4,1,5,1,6904,5100,11,False
95,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,5.333333333333333,7,3,9,15106,15050,30,True
96,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,MasterYi,11,1.6153846153846154,7,13,14,14705,12050,94,True
97,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,1.75,4,4,3,11320,10575,24,False
98,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,3.6666666666666665,3,3,8,8538,7850,21,True
99,IkeRator2020,0xgZDBHp9ZIPCD1cLrHnsrqmvPPK-U-jOwip7iBD9DAHAkY,Sion,14,3.5,4,4,10,11210,12405,21,True
100,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Viego,234,5.0,14,4,6,16078,12983,22,True
101,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Graves,104,7.0,11,3,10,14313,12700,29,True
102,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Draven,119,4.75,9,4,10,17387,15858,25,True
103,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Kaisa,145,4.0,3,2,5,9083,7755,12,True
104,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Ashe,22,20.0,9,1,11,10892,8608,19,True
105,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Orianna,61,0.25,0,8,2,4927,4400,8,False
106,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Pantheon,80,0.25,1,8,1,4988,4075,10,False
107,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Pantheon,80,0.0,0,0,0,521,500,1,True
108,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Pantheon,80,3.5555555555555554,21,9,11,16943,15500,32,True
109,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Ashe,22,1.5,10,10,5,11798,11658,22,False
110,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Kaisa,145,1.7272727272727273,11,11,8,15643,15805,25,False
111,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Kaisa,145,1.0,1,2,1,4827,3330,6,True
112,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Kaisa,145,1.7,12,10,5,14733,14825,24,False
113,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,KSante,897,0.4,1,5,1,5156,4725,7,False
114,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,KSante,897,0.0,0,0,0,503,500,1,False
115,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Gwen,887,0.25,0,4,1,4165,3875,8,False
116,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Aatrox,266,1.1666666666666667,5,12,9,11382,11270,17,False
117,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,JarvanIV,59,4.0,11,7,17,15484,14150,32,True
118,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Anivia,34,4.4,13,5,9,12650,10525,19,True
119,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,MonkeyKing,62,1.4,9,10,5,10444,9800,20,False
120,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Ekko,245,2.1818181818181817,11,11,13,13350,12475,21,False
121,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Kindred,203,1.631578947368421,12,19,19,20105,18783,53,False
122,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Khazix,121,1.0,2,3,1,5391,5350,8,False
123,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Khazix,121,1.7777777777777777,14,9,2,16982,16475,38,False
124,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Ashe,22,2.0,6,7,8,13508,11550,23,True
125,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Ezreal,81,2.6,5,5,8,11181,10083,23,True
126,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Sivir,15,2.5714285714285716,8,7,10,14733,14700,29,False
127,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Jax,24,4.0,8,4,8,12832,12575,20,True
128,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Darius,122,1.6,11,10,5,12757,12758,31,False
129,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Neeko,518,2.6666666666666665,15,9,9,14749,13725,28,False
130,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Blitzcrank,53,2.3333333333333335,2,9,19,8834,7925,50,True
131,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,TwistedFate,4,0.0,0,0,0,500,500,0,False
132,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Hecarim,120,1.0,0,5,5,5970,5450,10,False
133,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Tristana,18,8.333333333333334,13,3,12,13845,13050,13,True
134,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Akshan,166,5.8,17,5,12,14276,13025,15,True
135,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Jhin,202,2.375,8,8,11,15576,15525,33,False
136,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Khazix,121,2.2857142857142856,9,7,7,12194,11800,21,False
137,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Zed,238,2.25,8,12,19,11898,11775,34,False
138,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Malzahar,90,1.8333333333333333,7,6,4,10541,10350,21,False
139,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Draven,119,0.0,0,0,0,502,500,0,True
140,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Draven,119,1.5333333333333334,7,15,16,14844,14408,22,False
141,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Draven,119,0.8461538461538461,4,13,7,14990,14733,37,False
142,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Khazix,121,0.875,5,8,2,9784,8850,12,False
143,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Mordekaiser,82,3.5714285714285716,12,7,13,17380,19730,29,True
144,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Fiora,114,0.5,3,6,0,6584,6525,16,False
145,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Syndra,134,1.25,4,8,6,10777,10000,16,False
146,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Fizz,105,5.333333333333333,10,3,6,10110,9350,13,True
147,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,FiddleSticks,9,1.0,7,10,3,9936,9850,34,False
148,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Quinn,133,1.0,2,5,3,8199,8000,13,False
149,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Kaisa,145,3.0,20,11,13,18442,17150,35,True
